30173,220,4
P-309,U4,0,0,0,91,104,60
P-383,U4,91,0,0,194,85,60
P-395,U4,91,85,0,199,158,60
P-60,U4,0,104,0,85,191,60
P-264,U4,85,158,0,193,226,60
P-246,U4,0,191,0,61,293,60
P-358,U4,61,226,0,135,307,60
P-126,U4,135,226,0,199,311,60
P-71,U4,199,0,0,242,99,60
P-265,U4,193,158,0,240,216,60
P-355,U4,199,99,0,244,151,60
P-206,U4,199,216,0,240,263,60
P-56,U4,0,0,60,109,68,125
P-111,U4,109,0,60,212,62,125
P-391,U4,109,62,60,196,135,125
P-329,U4,0,68,60,58,162,125
P-334,U4,58,135,60,112,234,125
P-77,U4,0,162,60,50,258,125
P-162,U4,196,62,60,242,166,125
P-234,U4,0,258,60,104,301,125
P-96,U4,104,234,60,188,284,125
P-92,U4,112,135,60,170,193,125
P-86,U4,58,68,60,99,131,125
P-117,U4,170,166,60,219,218,125
P-310,U4,188,218,60,231,277,125
P-90,U4,0,0,125,98,102,169
P-251,U4,98,0,125,204,78,169
P-103,U4,98,78,125,176,180,169
P-109,U4,0,102,125,79,200,169
P-72,U4,79,180,125,162,269,169
P-209,U4,0,200,125,72,275,169
P-271,U4,72,269,125,164,310,169
P-393,U4,162,180,125,227,227,169
P-237,U4,0,0,169,101,97,243
P-200,U4,101,0,169,184,74,243
P-212,U4,184,0,169,232,105,243
P-78,U4,101,74,169,143,178,243
P-120,U4,143,105,169,234,153,243
P-226,U4,143,153,169,203,225,243
P-192,U4,0,178,169,76,232,243
P-75,U4,0,97,169,85,140,243
P-275,U4,76,178,169,121,255,243
P-269,U4,0,232,169,56,290,243
P-291,U4,203,153,169,243,234,243
P-390,U1,0,0,0,106,82,96
P-137,U1,106,0,0,216,59,96
P-227,U1,106,59,0,179,118,96
P-38,U1,0,82,0,84,130,96
P-39,U1,84,118,0,145,182,96
P-76,U1,179,59,0,219,151,96
P-307,U1,145,151,0,188,233,96
P-231,U1,0,130,0,49,198,96
P-387,U1,49,182,0,96,224,96
P-98,U1,0,0,96,94,108,159
P-292,U1,94,0,96,194,93,159
P-386,U1,94,93,96,204,158,159
P-325,U1,0,108,96,77,188,159
P-35,U1,77,158,96,149,241,159
P-342,U1,0,188,96,66,266,159
P-189,U1,149,158,96,205,245,159
P-149,U1,66,245,96,170,290,159
P-305,U1,170,245,96,223,303,159
P-229,U2,0,0,0,81,104,69
P-95,U2,81,0,0,170,91,69
P-243,U2,81,91,0,158,196,69
P-178,U2,0,104,0,78,200,69
P-63,U2,78,196,0,163,271,69
P-74,U2,0,200,0,73,287,69
P-367,U2,163,91,0,217,197,69
P-19,U2,170,0,0,221,87,69
P-301,U2,163,197,0,224,269,69
P-290,U2,73,271,0,153,317,69
P-276,U2,153,271,0,215,317,69
P-121,U2,0,0,69,108,80,148
P-131,U2,108,0,69,188,82,148
P-239,U2,0,80,69,85,151,148
P-332,U2,85,82,69,188,139,148
P-363,U2,85,139,69,157,206,148
P-311,U2,157,139,69,200,240,148
P-119,U2,0,151,69,41,255,148
P-59,U2,41,206,69,90,291,148
P-5,NONE,-1,-1,-1,-1,-1,-1
P-8,NONE,-1,-1,-1,-1,-1,-1
P-9,NONE,-1,-1,-1,-1,-1,-1
P-10,NONE,-1,-1,-1,-1,-1,-1
P-11,NONE,-1,-1,-1,-1,-1,-1
P-13,NONE,-1,-1,-1,-1,-1,-1
P-15,NONE,-1,-1,-1,-1,-1,-1
P-16,NONE,-1,-1,-1,-1,-1,-1
P-17,NONE,-1,-1,-1,-1,-1,-1
P-18,NONE,-1,-1,-1,-1,-1,-1
P-21,NONE,-1,-1,-1,-1,-1,-1
P-22,NONE,-1,-1,-1,-1,-1,-1
P-24,NONE,-1,-1,-1,-1,-1,-1
P-26,NONE,-1,-1,-1,-1,-1,-1
P-30,NONE,-1,-1,-1,-1,-1,-1
P-31,NONE,-1,-1,-1,-1,-1,-1
P-33,NONE,-1,-1,-1,-1,-1,-1
P-36,NONE,-1,-1,-1,-1,-1,-1
P-41,NONE,-1,-1,-1,-1,-1,-1
P-42,NONE,-1,-1,-1,-1,-1,-1
P-45,NONE,-1,-1,-1,-1,-1,-1
P-46,NONE,-1,-1,-1,-1,-1,-1
P-47,NONE,-1,-1,-1,-1,-1,-1
P-49,NONE,-1,-1,-1,-1,-1,-1
P-51,NONE,-1,-1,-1,-1,-1,-1
P-55,NONE,-1,-1,-1,-1,-1,-1
P-57,NONE,-1,-1,-1,-1,-1,-1
P-61,NONE,-1,-1,-1,-1,-1,-1
P-62,NONE,-1,-1,-1,-1,-1,-1
P-67,NONE,-1,-1,-1,-1,-1,-1
P-68,NONE,-1,-1,-1,-1,-1,-1
P-70,NONE,-1,-1,-1,-1,-1,-1
P-73,NONE,-1,-1,-1,-1,-1,-1
P-81,NONE,-1,-1,-1,-1,-1,-1
P-82,NONE,-1,-1,-1,-1,-1,-1
P-83,NONE,-1,-1,-1,-1,-1,-1
P-84,NONE,-1,-1,-1,-1,-1,-1
P-89,NONE,-1,-1,-1,-1,-1,-1
P-91,NONE,-1,-1,-1,-1,-1,-1
P-94,NONE,-1,-1,-1,-1,-1,-1
P-99,NONE,-1,-1,-1,-1,-1,-1
P-104,NONE,-1,-1,-1,-1,-1,-1
P-105,NONE,-1,-1,-1,-1,-1,-1
P-106,NONE,-1,-1,-1,-1,-1,-1
P-107,NONE,-1,-1,-1,-1,-1,-1
P-112,NONE,-1,-1,-1,-1,-1,-1
P-113,NONE,-1,-1,-1,-1,-1,-1
P-114,NONE,-1,-1,-1,-1,-1,-1
P-116,NONE,-1,-1,-1,-1,-1,-1
P-118,NONE,-1,-1,-1,-1,-1,-1
P-122,NONE,-1,-1,-1,-1,-1,-1
P-124,NONE,-1,-1,-1,-1,-1,-1
P-125,NONE,-1,-1,-1,-1,-1,-1
P-127,NONE,-1,-1,-1,-1,-1,-1
P-129,NONE,-1,-1,-1,-1,-1,-1
P-133,NONE,-1,-1,-1,-1,-1,-1
P-134,NONE,-1,-1,-1,-1,-1,-1
P-136,NONE,-1,-1,-1,-1,-1,-1
P-138,NONE,-1,-1,-1,-1,-1,-1
P-139,NONE,-1,-1,-1,-1,-1,-1
P-141,NONE,-1,-1,-1,-1,-1,-1
P-142,NONE,-1,-1,-1,-1,-1,-1
P-143,NONE,-1,-1,-1,-1,-1,-1
P-144,NONE,-1,-1,-1,-1,-1,-1
P-145,NONE,-1,-1,-1,-1,-1,-1
P-147,NONE,-1,-1,-1,-1,-1,-1
P-148,NONE,-1,-1,-1,-1,-1,-1
P-150,NONE,-1,-1,-1,-1,-1,-1
P-152,NONE,-1,-1,-1,-1,-1,-1
P-157,NONE,-1,-1,-1,-1,-1,-1
P-158,NONE,-1,-1,-1,-1,-1,-1
P-160,NONE,-1,-1,-1,-1,-1,-1
P-163,NONE,-1,-1,-1,-1,-1,-1
P-165,NONE,-1,-1,-1,-1,-1,-1
P-168,NONE,-1,-1,-1,-1,-1,-1
P-169,NONE,-1,-1,-1,-1,-1,-1
P-173,NONE,-1,-1,-1,-1,-1,-1
P-177,NONE,-1,-1,-1,-1,-1,-1
P-180,NONE,-1,-1,-1,-1,-1,-1
P-181,NONE,-1,-1,-1,-1,-1,-1
P-183,NONE,-1,-1,-1,-1,-1,-1
P-185,NONE,-1,-1,-1,-1,-1,-1
P-187,NONE,-1,-1,-1,-1,-1,-1
P-188,NONE,-1,-1,-1,-1,-1,-1
P-191,NONE,-1,-1,-1,-1,-1,-1
P-193,NONE,-1,-1,-1,-1,-1,-1
P-194,NONE,-1,-1,-1,-1,-1,-1
P-197,NONE,-1,-1,-1,-1,-1,-1
P-199,NONE,-1,-1,-1,-1,-1,-1
P-201,NONE,-1,-1,-1,-1,-1,-1
P-203,NONE,-1,-1,-1,-1,-1,-1
P-204,NONE,-1,-1,-1,-1,-1,-1
P-210,NONE,-1,-1,-1,-1,-1,-1
P-211,NONE,-1,-1,-1,-1,-1,-1
P-213,NONE,-1,-1,-1,-1,-1,-1
P-214,NONE,-1,-1,-1,-1,-1,-1
P-215,NONE,-1,-1,-1,-1,-1,-1
P-217,NONE,-1,-1,-1,-1,-1,-1
P-218,NONE,-1,-1,-1,-1,-1,-1
P-219,NONE,-1,-1,-1,-1,-1,-1
P-222,NONE,-1,-1,-1,-1,-1,-1
P-223,NONE,-1,-1,-1,-1,-1,-1
P-224,NONE,-1,-1,-1,-1,-1,-1
P-225,NONE,-1,-1,-1,-1,-1,-1
P-230,NONE,-1,-1,-1,-1,-1,-1
P-233,NONE,-1,-1,-1,-1,-1,-1
P-236,NONE,-1,-1,-1,-1,-1,-1
P-241,NONE,-1,-1,-1,-1,-1,-1
P-249,NONE,-1,-1,-1,-1,-1,-1
P-252,NONE,-1,-1,-1,-1,-1,-1
P-253,NONE,-1,-1,-1,-1,-1,-1
P-255,NONE,-1,-1,-1,-1,-1,-1
P-258,NONE,-1,-1,-1,-1,-1,-1
P-260,NONE,-1,-1,-1,-1,-1,-1
P-261,NONE,-1,-1,-1,-1,-1,-1
P-262,NONE,-1,-1,-1,-1,-1,-1
P-267,NONE,-1,-1,-1,-1,-1,-1
P-270,NONE,-1,-1,-1,-1,-1,-1
P-273,NONE,-1,-1,-1,-1,-1,-1
P-274,NONE,-1,-1,-1,-1,-1,-1
P-277,NONE,-1,-1,-1,-1,-1,-1
P-282,NONE,-1,-1,-1,-1,-1,-1
P-283,NONE,-1,-1,-1,-1,-1,-1
P-285,NONE,-1,-1,-1,-1,-1,-1
P-286,NONE,-1,-1,-1,-1,-1,-1
P-288,NONE,-1,-1,-1,-1,-1,-1
P-289,NONE,-1,-1,-1,-1,-1,-1
P-293,NONE,-1,-1,-1,-1,-1,-1
P-294,NONE,-1,-1,-1,-1,-1,-1
P-295,NONE,-1,-1,-1,-1,-1,-1
P-296,NONE,-1,-1,-1,-1,-1,-1
P-297,NONE,-1,-1,-1,-1,-1,-1
P-299,NONE,-1,-1,-1,-1,-1,-1
P-300,NONE,-1,-1,-1,-1,-1,-1
P-304,NONE,-1,-1,-1,-1,-1,-1
P-313,NONE,-1,-1,-1,-1,-1,-1
P-316,NONE,-1,-1,-1,-1,-1,-1
P-318,NONE,-1,-1,-1,-1,-1,-1
P-319,NONE,-1,-1,-1,-1,-1,-1
P-320,NONE,-1,-1,-1,-1,-1,-1
P-321,NONE,-1,-1,-1,-1,-1,-1
P-323,NONE,-1,-1,-1,-1,-1,-1
P-324,NONE,-1,-1,-1,-1,-1,-1
P-330,NONE,-1,-1,-1,-1,-1,-1
P-333,NONE,-1,-1,-1,-1,-1,-1
P-335,NONE,-1,-1,-1,-1,-1,-1
P-336,NONE,-1,-1,-1,-1,-1,-1
P-338,NONE,-1,-1,-1,-1,-1,-1
P-339,NONE,-1,-1,-1,-1,-1,-1
P-340,NONE,-1,-1,-1,-1,-1,-1
P-341,NONE,-1,-1,-1,-1,-1,-1
P-343,NONE,-1,-1,-1,-1,-1,-1
P-344,NONE,-1,-1,-1,-1,-1,-1
P-345,NONE,-1,-1,-1,-1,-1,-1
P-346,NONE,-1,-1,-1,-1,-1,-1
P-348,NONE,-1,-1,-1,-1,-1,-1
P-349,NONE,-1,-1,-1,-1,-1,-1
P-350,NONE,-1,-1,-1,-1,-1,-1
P-351,NONE,-1,-1,-1,-1,-1,-1
P-352,NONE,-1,-1,-1,-1,-1,-1
P-353,NONE,-1,-1,-1,-1,-1,-1
P-356,NONE,-1,-1,-1,-1,-1,-1
P-359,NONE,-1,-1,-1,-1,-1,-1
P-362,NONE,-1,-1,-1,-1,-1,-1
P-364,NONE,-1,-1,-1,-1,-1,-1
P-365,NONE,-1,-1,-1,-1,-1,-1
P-366,NONE,-1,-1,-1,-1,-1,-1
P-368,NONE,-1,-1,-1,-1,-1,-1
P-369,NONE,-1,-1,-1,-1,-1,-1
P-374,NONE,-1,-1,-1,-1,-1,-1
P-375,NONE,-1,-1,-1,-1,-1,-1
P-376,NONE,-1,-1,-1,-1,-1,-1
P-377,NONE,-1,-1,-1,-1,-1,-1
P-379,NONE,-1,-1,-1,-1,-1,-1
P-384,NONE,-1,-1,-1,-1,-1,-1
P-385,NONE,-1,-1,-1,-1,-1,-1
P-388,NONE,-1,-1,-1,-1,-1,-1
P-389,NONE,-1,-1,-1,-1,-1,-1
P-392,NONE,-1,-1,-1,-1,-1,-1
P-394,NONE,-1,-1,-1,-1,-1,-1
