P-351,107,41,92,42,E,112
P-352,89,43,66,32,P,-
P-353,66,61,70,33,P,-
P-354,52,70,70,47,E,78
P-355,45,60,52,42,E,72
P-356,77,99,95,133,P,-
P-357,40,58,56,15,E,110
P-358,81,60,74,55,E,93
P-359,101,86,98,188,E,103
P-360,80,76,53,23,P,-
P-361,65,61,51,55,E,68
P-362,75,61,86,99,E,92
P-363,67,72,79,29,E,136
P-364,68,53,110,29,E,94
P-365,88,110,95,217,P,-
P-366,56,71,105,112,P,-
P-367,54,69,106,74,E,106
P-368,71,99,97,178,E,85
P-369,84,75,58,92,E,110
P-370,106,47,100,95,E,68
P-371,91,52,48,50,E,106
P-372,110,84,79,182,E,96
P-373,62,84,72,108,E,105
P-374,81,71,101,169,E,96
P-375,48,67,97,35,E,99
P-376,101,101,89,73,E,96
P-377,101,88,105,118,E,80
P-378,59,53,89,61,E,131
P-379,68,89,98,58,E,77
P-380,41,56,62,22,E,102
P-381,64,48,69,60,E,87
P-382,102,106,43,41,E,130
P-383,85,103,60,61,E,83
P-384,69,73,60,16,E,97
P-385,64,48,40,23,E,113
P-386,63,110,65,88,E,120
P-387,42,47,96,37,E,140
P-388,99,89,97,88,E,134
P-389,49,95,72,55,E,61
P-390,82,106,96,244,E,114
P-391,65,87,73,71,E,122
P-392,87,63,40,59,E,74
P-393,44,47,65,23,E,133
P-394,109,90,81,68,P,-
P-395,60,108,73,112,E,107
P-396,102,109,42,118,E,120
P-397,80,51,59,51,E,81
P-398,52,103,85,68,E,130
P-399,45,44,89,22,E,63
P-400,52,50,64,37,E,71
