28460,254,3
P-90,NONE,-1,-1,-1,-1,-1,-1
P-91,NONE,-1,-1,-1,-1,-1,-1
P-92,U2,0,0,0,65,58,58
P-93,U6,40,107,137,108,195,229
P-94,U3,0,172,96,98,238,163
P-95,NONE,-1,-1,-1,-1,-1,-1
P-96,U6,162,98,136,227,148,220
P-97,U2,162,54,0,215,107,93
P-98,NONE,-1,-1,-1,-1,-1,-1
P-99,U4,0,44,106,70,112,177
P-100,NONE,-1,-1,-1,-1,-1,-1
P-101,NONE,-1,-1,-1,-1,-1,-1
P-102,U4,0,0,0,70,64,106
P-103,U5,147,175,128,225,277,172
P-104,NONE,-1,-1,-1,-1,-1,-1
P-105,U5,147,196,48,242,299,128
P-106,U5,0,215,0,54,307,90
P-107,NONE,-1,-1,-1,-1,-1,-1
P-108,NONE,-1,-1,-1,-1,-1,-1
P-109,U3,0,128,96,98,172,175
P-110,NONE,-1,-1,-1,-1,-1,-1
P-111,NONE,-1,-1,-1,-1,-1,-1
P-112,U1,0,225,57,63,304,124
P-113,U6,152,22,79,227,108,134
P-114,NONE,-1,-1,-1,-1,-1,-1
P-115,NONE,-1,-1,-1,-1,-1,-1
P-116,NONE,-1,-1,-1,-1,-1,-1
P-117,U1,0,130,41,65,179,93
P-118,NONE,-1,-1,-1,-1,-1,-1
P-119,U5,2,276,189,106,317,268
P-120,U4,70,167,99,118,258,173
P-121,NONE,-1,-1,-1,-1,-1,-1
P-122,U4,119,203,0,165,280,104
P-123,U2,0,157,58,62,197,101
P-124,U5,0,4,81,54,108,153
P-125,U5,54,247,0,145,315,85
P-126,U1,0,140,93,64,225,153
P-127,NONE,-1,-1,-1,-1,-1,-1
P-128,NONE,-1,-1,-1,-1,-1,-1
P-129,U3,184,68,0,243,178,85
P-130,U2,65,82,0,110,160,40
P-131,NONE,-1,-1,-1,-1,-1,-1
P-132,NONE,-1,-1,-1,-1,-1,-1
P-133,U5,54,103,48,145,166,157
P-134,U1,135,148,0,223,245,80
P-135,U4,119,189,170,164,297,236
P-136,U5,147,268,172,213,315,274
P-137,NONE,-1,-1,-1,-1,-1,-1
P-138,NONE,-1,-1,-1,-1,-1,-1
P-139,U3,100,0,0,184,75,96
P-140,NONE,-1,-1,-1,-1,-1,-1
P-141,U6,108,152,137,178,195,224
P-142,U3,100,234,0,183,308,92
P-143,NONE,-1,-1,-1,-1,-1,-1
P-144,NONE,-1,-1,-1,-1,-1,-1
P-145,U5,147,26,69,226,101,175
P-146,U4,119,0,186,164,100,242
P-147,U1,0,94,100,65,140,155
P-148,U3,0,0,182,100,67,231
P-149,U4,70,86,174,115,190,237
P-150,U1,0,276,0,58,318,54
P-151,U6,105,162,0,149,268,79
P-152,U2,112,191,91,161,248,158
P-153,U4,119,118,110,170,180,174
P-154,NONE,-1,-1,-1,-1,-1,-1
P-155,NONE,-1,-1,-1,-1,-1,-1
P-156,U4,119,130,0,166,203,110
P-157,U5,0,215,90,54,303,178
P-158,NONE,-1,-1,-1,-1,-1,-1
P-159,U6,43,195,137,93,247,229
P-160,NONE,-1,-1,-1,-1,-1,-1
P-161,NONE,-1,-1,-1,-1,-1,-1
P-162,U1,0,0,0,65,46,104
P-163,U3,100,183,95,183,232,178
P-164,U6,41,1,137,143,41,224
P-165,U5,54,0,0,147,103,96
P-166,NONE,-1,-1,-1,-1,-1,-1
P-167,U2,65,0,109,112,100,159
P-168,U1,135,80,0,223,148,87
P-169,U4,70,114,0,118,201,94
P-170,U6,0,0,0,44,100,81
P-171,U2,112,0,0,162,55,93
P-172,U4,119,59,0,170,130,76
P-173,NONE,-1,-1,-1,-1,-1,-1
P-174,NONE,-1,-1,-1,-1,-1,-1
P-175,NONE,-1,-1,-1,-1,-1,-1
P-176,NONE,-1,-1,-1,-1,-1,-1
P-177,U6,143,0,137,242,41,181
P-178,NONE,-1,-1,-1,-1,-1,-1
P-179,U4,170,132,169,243,194,232
P-180,U3,100,246,174,180,317,233
P-181,U3,0,178,163,98,235,221
P-182,U6,149,162,0,194,232,78
P-183,U3,184,72,85,241,177,157
P-184,NONE,-1,-1,-1,-1,-1,-1
P-185,U4,0,216,0,67,258,100
P-186,U4,70,201,0,117,285,93
P-187,U3,100,47,187,184,125,241
P-188,U3,184,228,179,235,314,230
P-189,U2,0,199,0,63,286,56
P-190,NONE,-1,-1,-1,-1,-1,-1
P-191,NONE,-1,-1,-1,-1,-1,-1
P-192,U4,170,0,189,244,76,243
P-193,NONE,-1,-1,-1,-1,-1,-1
P-194,U4,70,190,173,118,299,244
P-195,NONE,-1,-1,-1,-1,-1,-1
P-196,NONE,-1,-1,-1,-1,-1,-1
P-197,NONE,-1,-1,-1,-1,-1,-1
P-198,U4,170,42,0,244,101,84
P-199,U1,65,244,103,132,317,161
P-200,NONE,-1,-1,-1,-1,-1,-1
P-201,NONE,-1,-1,-1,-1,-1,-1
P-202,U6,202,6,0,242,100,52
P-203,NONE,-1,-1,-1,-1,-1,-1
P-204,NONE,-1,-1,-1,-1,-1,-1
P-205,U2,65,0,0,112,40,109
P-206,U2,0,253,56,60,300,97
P-207,U1,65,47,110,135,142,155
P-208,U6,153,106,229,242,208,279
P-209,U4,170,194,169,242,238,244
P-210,NONE,-1,-1,-1,-1,-1,-1
P-211,U5,147,101,0,243,196,81
P-212,U5,0,3,195,48,108,269
P-213,NONE,-1,-1,-1,-1,-1,-1
P-214,U3,100,188,178,181,246,239
P-215,U1,135,0,0,224,80,87
P-216,U1,0,179,0,64,223,83
P-217,U5,147,101,81,225,175,153
P-218,U6,117,239,136,176,316,226
P-219,U3,0,238,136,94,299,212
P-220,U4,170,217,0,241,261,104
P-221,U2,112,75,93,161,119,161
P-222,U1,135,204,80,223,245,153
P-223,NONE,-1,-1,-1,-1,-1,-1
P-224,U3,0,110,178,99,178,234
P-225,U4,0,185,100,68,278,154
P-226,U3,184,0,108,244,72,182
P-227,U4,170,101,0,243,160,96
P-228,NONE,-1,-1,-1,-1,-1,-1
P-229,NONE,-1,-1,-1,-1,-1,-1
P-230,U2,65,100,109,111,186,157
P-231,U4,0,167,0,68,216,96
P-232,U3,100,56,96,184,103,163
P-233,NONE,-1,-1,-1,-1,-1,-1
P-234,NONE,-1,-1,-1,-1,-1,-1
P-235,NONE,-1,-1,-1,-1,-1,-1
P-236,U3,184,47,182,240,138,238
P-237,NONE,-1,-1,-1,-1,-1,-1
P-238,U1,65,142,106,134,244,156
P-239,NONE,-1,-1,-1,-1,-1,-1
P-240,NONE,-1,-1,-1,-1,-1,-1
P-241,U6,43,247,137,117,318,228
P-242,U2,162,107,0,215,176,89
P-243,NONE,-1,-1,-1,-1,-1,-1
P-244,U4,170,238,159,232,313,235
P-245,NONE,-1,-1,-1,-1,-1,-1
P-246,NONE,-1,-1,-1,-1,-1,-1
P-247,U6,64,100,0,162,162,79
P-248,U2,162,235,0,214,302,77
P-249,U6,146,108,81,213,197,136
P-250,NONE,-1,-1,-1,-1,-1,-1
P-251,NONE,-1,-1,-1,-1,-1,-1
P-252,U5,147,196,0,242,306,48
P-253,NONE,-1,-1,-1,-1,-1,-1
P-254,NONE,-1,-1,-1,-1,-1,-1
P-255,U3,0,143,0,98,207,96
P-256,U6,41,41,137,105,107,229
P-257,U2,162,262,77,213,316,144
P-258,U4,170,214,104,241,296,159
P-259,NONE,-1,-1,-1,-1,-1,-1
P-260,U4,70,0,0,119,43,99
P-261,U6,99,1,0,199,43,77
P-262,NONE,-1,-1,-1,-1,-1,-1
P-263,U6,0,212,81,83,310,137
P-264,U3,184,0,0,244,68,108
P-265,U3,184,0,182,244,47,240
P-266,U1,135,245,106,223,306,159
P-267,NONE,-1,-1,-1,-1,-1,-1
P-268,NONE,-1,-1,-1,-1,-1,-1
P-269,U4,170,76,176,244,132,234
P-270,U1,65,0,110,135,47,162
P-271,U2,65,160,0,109,252,41
P-272,U2,0,96,106,64,171,146
P-273,U5,54,24,205,139,103,276
P-274,U1,135,94,87,223,204,162
P-275,U3,0,273,0,77,318,74
P-276,U4,0,87,177,69,133,239
P-277,U3,184,178,0,238,283,108
P-278,U4,170,83,96,243,127,176
P-279,U6,69,7,229,154,106,281
P-280,U3,184,138,179,237,228,240
P-281,NONE,-1,-1,-1,-1,-1,-1
P-282,U5,0,108,0,54,215,92
P-283,U3,0,0,0,100,66,97
P-284,U1,65,0,0,135,52,110
P-285,U5,0,0,0,54,108,81
P-286,NONE,-1,-1,-1,-1,-1,-1
P-287,NONE,-1,-1,-1,-1,-1,-1
P-288,NONE,-1,-1,-1,-1,-1,-1
P-289,U2,112,248,93,155,318,159
P-290,U6,45,269,0,114,315,80
P-291,U4,170,43,84,244,83,165
P-292,NONE,-1,-1,-1,-1,-1,-1
P-293,U6,0,108,81,56,212,137
P-294,NONE,-1,-1,-1,-1,-1,-1
P-295,U5,0,161,178,49,270,247
P-296,NONE,-1,-1,-1,-1,-1,-1
P-297,U5,147,165,172,215,268,273
P-298,U6,93,195,137,179,239,228
P-299,U3,100,103,95,183,183,182
P-300,U5,147,0,0,244,101,69
P-301,NONE,-1,-1,-1,-1,-1,-1
P-302,NONE,-1,-1,-1,-1,-1,-1
P-303,NONE,-1,-1,-1,-1,-1,-1
P-304,U1,135,0,87,224,51,155
P-305,U2,0,146,0,63,199,58
P-306,NONE,-1,-1,-1,-1,-1,-1
P-307,U5,195,0,175,238,82,271
P-308,NONE,-1,-1,-1,-1,-1,-1
P-309,NONE,-1,-1,-1,-1,-1,-1
P-310,U1,0,87,41,65,130,100
P-311,NONE,-1,-1,-1,-1,-1,-1
P-312,U6,56,108,81,146,205,137
P-313,U6,108,98,137,162,152,228
P-314,NONE,-1,-1,-1,-1,-1,-1
P-315,U2,112,0,93,162,75,146
P-316,NONE,-1,-1,-1,-1,-1,-1
P-317,U2,112,55,0,162,108,86
P-318,NONE,-1,-1,-1,-1,-1,-1
P-319,U5,147,0,175,195,101,277
P-320,U1,0,223,0,64,276,57
P-321,NONE,-1,-1,-1,-1,-1,-1
P-322,U4,119,203,104,164,305,170
P-323,NONE,-1,-1,-1,-1,-1,-1
P-324,U2,65,276,84,106,316,152
P-325,NONE,-1,-1,-1,-1,-1,-1
P-326,U2,112,262,0,157,313,84
P-327,U6,0,260,229,96,318,273
P-328,NONE,-1,-1,-1,-1,-1,-1
P-329,U1,0,0,104,65,94,162
P-330,NONE,-1,-1,-1,-1,-1,-1
P-331,U4,170,261,0,241,304,88
P-332,U6,99,43,0,202,100,79
P-333,U3,0,0,97,100,72,182
P-334,U6,178,219,78,243,318,132
P-335,U6,105,41,137,200,98,228
P-336,U2,112,119,93,161,191,161
P-337,U6,194,154,0,234,256,77
P-338,NONE,-1,-1,-1,-1,-1,-1
P-339,U6,162,100,0,238,154,76
P-340,NONE,-1,-1,-1,-1,-1,-1
P-341,U4,170,160,0,242,217,87
P-342,NONE,-1,-1,-1,-1,-1,-1
P-343,NONE,-1,-1,-1,-1,-1,-1
P-344,NONE,-1,-1,-1,-1,-1,-1
P-345,U1,65,237,0,112,315,43
P-346,U3,100,124,0,183,234,95
P-347,NONE,-1,-1,-1,-1,-1,-1
P-348,U6,75,19,81,152,108,137
P-349,NONE,-1,-1,-1,-1,-1,-1
P-350,U1,65,198,43,134,283,103
P-351,U6,0,0,137,41,107,229
P-352,U1,135,51,87,224,94,153
P-353,U1,65,137,40,135,198,106
P-354,U4,0,64,0,70,116,70
P-355,U2,0,254,97,60,299,149
P-356,U3,0,66,0,99,143,95
P-357,U4,70,258,99,110,314,157
P-358,U6,45,195,0,105,269,81
P-359,NONE,-1,-1,-1,-1,-1,-1
P-360,U5,0,108,92,53,188,168
P-361,U4,0,261,160,65,312,221
P-362,U6,178,239,132,239,314,218
P-363,U4,0,189,154,67,261,233
P-364,U6,0,106,229,68,216,282
P-365,U5,54,166,189,142,276,284
P-366,U3,184,177,108,240,282,179
P-367,U6,0,0,229,69,106,283
P-368,NONE,-1,-1,-1,-1,-1,-1
P-369,U6,179,159,136,237,234,220
P-370,NONE,-1,-1,-1,-1,-1,-1
P-371,U2,112,210,0,160,262,91
P-372,NONE,-1,-1,-1,-1,-1,-1
P-373,NONE,-1,-1,-1,-1,-1,-1
P-374,NONE,-1,-1,-1,-1,-1,-1
P-375,U4,0,258,0,67,306,97
P-376,NONE,-1,-1,-1,-1,-1,-1
P-377,NONE,-1,-1,-1,-1,-1,-1
P-378,U2,162,176,0,215,235,89
P-379,NONE,-1,-1,-1,-1,-1,-1
P-380,U2,0,197,58,62,253,99
P-381,U2,0,88,58,64,157,106
P-382,NONE,-1,-1,-1,-1,-1,-1
P-383,NONE,-1,-1,-1,-1,-1,-1
P-384,U4,0,112,106,69,185,166
P-385,U2,0,48,58,64,88,106
P-386,NONE,-1,-1,-1,-1,-1,-1
P-387,U2,65,40,0,112,82,96
P-388,NONE,-1,-1,-1,-1,-1,-1
P-389,NONE,-1,-1,-1,-1,-1,-1
P-390,NONE,-1,-1,-1,-1,-1,-1
P-391,U4,170,127,104,243,214,169
P-392,U4,0,0,204,63,87,244
P-393,U2,0,0,111,65,44,158
P-394,U5,54,22,96,144,103,205
P-395,NONE,-1,-1,-1,-1,-1,-1
P-396,NONE,-1,-1,-1,-1,-1,-1
P-397,U4,119,0,106,170,59,186
P-398,U6,68,106,229,153,209,281
P-399,U4,119,100,174,164,189,218
P-400,U2,0,44,111,64,96,161
